ID,item_cnt_month
223,0.97467643
224,0.9759033
225,0.98023903
226,0.8644216
227,0.9210434
228,0.92616934
229,0.98535085
230,1.1201904
231,1.003871
232,0.9266989
233,1.003871
234,0.89834213
235,0.89834213
236,0.96140337
237,1.0516982
238,0.96216756
239,1.1201904
240,0.98535085
241,1.1064401
242,0.98535085
243,1.0127697
244,0.93698144
245,0.93698144
246,0.94774014
247,0.94774014
248,0.95845985
249,0.87660444
250,0.965783
251,0.965783
252,1.0075145
253,1.1311622
254,1.1070943
255,2.066319
256,1.7730321
257,0.96490973
258,0.9760802
259,0.96490973
260,1.0021095
261,1.0021095
262,0.9981016
263,0.95874953
264,0.98408157
265,0.7228776
266,0.9511925
267,0.9959613
268,1.1579368
269,0.95920885
270,1.0504858
271,0.9566404
272,0.9629124
273,0.9820959
274,1.5182005
275,0.9450226
276,0.9415345
277,0.99027824
278,0.9735247
279,1.0187409
280,0.9980084
281,0.9948858
282,0.9816652
283,0.96490973
284,0.9848089
285,0.9848089
286,0.97931397
287,0.96679175
288,0.99608123
289,0.9734371
290,0.9734371
291,0.9734371
292,0.9734371
293,0.9734371
294,0.98330665
295,1.0296656
296,0.99027824
297,1.0527399
298,0.93061215
299,0.93061215
300,0.93955654
301,1.0533762
302,1.0096719
303,0.9486634
304,0.9486634
305,0.9223732
306,0.9381548
307,0.93666065
308,0.93061215
309,2.0016887
310,1.7730321
311,1.1518266
312,0.9631625
313,0.9730236
314,0.9149458
315,0.9891976
316,1.0141891
317,1.0964664
318,0.9669679
319,0.9669679
320,0.9669679
321,0.9763847
322,0.9714246
323,0.96417534
324,0.970248
325,0.9703158
326,0.9663123
327,0.9758789
328,0.9758789
329,0.9758789
330,1.0295507
331,0.9765902
332,0.9911194
333,0.9911194
334,0.98038983
335,0.9774376
336,0.98824555
337,0.98824555
338,0.98824555
339,1.0381968
340,0.9774376
341,0.9905987
342,1.1315163
343,1.0025508
344,1.0000408
345,0.984235
346,1.0307274
347,0.9998903
348,1.0551581
349,0.9774082
350,1.0003828
351,1.0003828
352,1.0158873
353,1.0433143
354,0.99284744
355,0.98163444
356,1.0003828
357,1.0003828
358,0.981537
359,1.0003828
360,1.0003828
361,1.0245117
362,1.0003828
363,1.0156288
364,0.9643058
365,0.9721963
366,1.0255442
367,1.0255442
368,0.9816937
369,1.537587
370,1.2743328
371,2.2978966
372,1.4622327
373,0.9633548
374,0.98842955
375,1.029743
376,1.0000329
377,0.9792927
378,0.9792927
379,0.9792927
380,1.3002844
381,0.9721963
382,0.9721963
383,0.9859469
384,0.9882688
385,0.9764792
386,0.9764792
387,1.0093174
388,0.96588224
389,0.96588224
390,1.0409186
391,1.0191982
392,1.0036073
393,1.0230474
394,1.0156288
395,1.1940787
396,1.0488094
397,0.9643855
398,0.9143313
399,0.9469205
400,0.9891461
401,0.9891461
402,1.2482076
403,1.5329767
404,1.2055986
405,0.9862019
406,1.004665
407,1.004665
408,0.9924301
409,0.8495958
410,0.74056613
411,0.9722879
412,0.9469837
413,0.92970073
414,0.92678714
415,1.0735309
416,0.8495958
417,0.8495958
418,0.8495958
419,0.99330986
420,0.99330986
421,1.0580424
422,0.9091267
423,0.9018094
424,0.9018094
425,0.9018094
426,1.0357918
427,0.98459697
428,0.9835223
429,0.97533447
430,0.9805097
431,0.9091267
432,0.8734382
433,0.8997257
434,0.92111075
435,1.0479257
436,0.8829712
437,0.9091267
438,1.0108333
439,0.9656228
440,0.90734303
441,0.8790367
442,0.8166218
443,0.8376255
444,0.95007885
445,1.1105638
446,0.9017559
447,0.9017559
448,0.90361017
449,0.90361017
450,0.90361017
451,0.9091267
452,0.9091267
453,0.9091267
454,0.9091267
455,0.9091267
456,0.9091267
457,0.74056613
458,1.0052211
459,0.935026
460,2.6542406
461,0.9359112
462,0.9019532
463,0.9569342
464,0.97724384
465,1.6602293
466,1.0578628
467,1.0745664
468,0.9075378
469,1.0128338
470,0.9436293
471,1.008666
472,0.98737705
473,1.0136256
474,1.007538
475,1.007538
476,0.97931814
477,1.0130329
478,0.9506054
479,0.9576727
480,1.0975139
481,1.0975139
482,0.9694521
483,0.9871994
484,0.98312193
485,0.98312193
486,0.98929816
487,0.98714125
488,0.98714125
489,1.0389986
490,0.99367136
491,0.89861023
492,0.93546635
493,0.93008006
494,0.9364964
495,0.9512335
496,0.9921727
497,1.2592182
498,2.698873
499,1.138128
500,1.2936186
501,0.92712843
502,0.93702424
503,0.72432405
504,0.858704
505,0.95024973
506,0.94977146
507,0.7366942
508,0.99049723
509,1.1067612
510,0.99866927
511,1.0097418
512,1.0206077
513,1.0058005
514,0.88796115
515,0.8354795
516,1.0162284
517,0.985687
518,0.985687
519,0.985687
520,1.0403261
521,0.99700594
522,0.9507195
523,1.1297226
524,0.9521328
525,1.0325377
526,1.0305495
527,0.981537
528,0.96062374
529,0.93498755
530,0.8495958
531,1.006151
532,0.9891461
533,0.9891461
534,0.9891461
535,0.9891461
536,1.1419826
537,0.9891461
538,1.1419826
539,0.7390201
540,0.97111857
541,0.8495958
542,1.1628084
543,1.004665
544,0.9017559
545,0.9091267
546,0.9091267
547,0.9018094
548,0.9679214
549,0.9603908
550,0.95490193
551,0.95490193
552,0.9805097
553,0.88759875
554,0.88759875
555,0.89356756
556,0.9656228
557,1.004665
558,0.9892935
559,0.9843104
560,0.99271184
561,1.1442418
562,0.98422694
563,1.0108333
564,0.9836626
565,0.9656228
566,0.9656228
567,0.85916644
568,0.8807666
569,0.88759875
570,0.94082546
571,0.74056613
572,1.0126783
573,0.9928894
574,0.9217441
575,0.9217441
576,1.0035263
577,1.0093663
578,0.9939311
579,0.99142706
580,1.0162284
581,1.0162284
582,0.9777802
583,0.9777802
584,1.0273225
585,1.002173
586,1.0701721
587,1.2258642
588,1.3828819
589,1.0880597
590,1.0014277
591,0.88525176
592,1.0704751
593,1.0316846
594,0.95291954
595,0.96226215
596,0.96062374
597,0.976109
598,0.99798644
599,0.9885108
600,0.9837445
601,1.0333114
602,0.93174344
603,0.9366129
604,0.98906946
605,0.9881145
606,0.9881145
607,0.9603821
608,1.0127411
609,0.9461962
610,0.993456
611,0.94453967
612,0.93925637
613,0.93925637
614,0.7366942
615,0.95024973
616,1.2592182
617,0.93236256
618,0.93702424
619,0.7400839
620,0.98243463
621,1.7283304
622,1.7283304
623,0.9477366
624,1.0137968
625,1.0048258
626,0.9615091
627,0.9615091
628,0.9615091
629,0.95459735
630,0.95979583
631,0.95979583
632,0.95979583
633,0.93825984
634,0.9929559
635,1.0616004
636,0.89922404
637,0.89922404
638,0.89922404
639,1.0880859
640,1.0279951
641,0.96965766
642,0.9544102
643,0.96644884
644,0.9907053
645,1.0174985
646,1.0174985
647,1.0578618
648,1.0578618
649,0.9544102
650,0.9462389
651,0.978215
652,0.99284744
653,0.9544102
654,0.97513545
655,0.94808584
656,1.0772272
657,1.0040588
658,1.0068762
659,0.96837425
660,0.99889565
661,0.9780926
662,0.9413321
663,0.94808584
664,0.94808584
665,0.8740767
666,0.81904185
667,0.81904185
668,1.007538
669,0.82312596
670,0.82312596
671,0.86538947
672,0.8848424
673,0.8700722
674,0.89559984
675,0.92636716
676,0.9716076
677,0.83319765
678,0.91101795
679,0.79968446
680,0.76373386
681,0.71586335
682,0.95341575
683,1.1546458
684,1.007538
685,1.007538
686,1.0003828
687,1.0003828
688,0.9911194
689,0.9765902
690,0.9911194
691,0.9911194
692,0.9911194
693,0.9848001
694,0.98038983
695,1.0003828
696,0.99284744
697,0.99284744
698,0.99284744
699,0.99284744
700,0.99284744
701,0.99284744
702,0.99284744
703,0.99284744
704,1.0158873
705,0.98038983
706,0.9567783
707,0.9567783
708,1.0077627
709,1.0191982
710,1.0191982
711,1.0191982
712,0.9577864
713,1.1087857
714,1.0156288
715,0.98824555
716,0.98824555
717,0.98824555
718,0.9774376
719,1.1315163
720,1.0025508
721,1.0025508
722,1.0000408
723,1.0127984
724,0.968629
725,0.96950185
726,1.0156288
727,1.0156288
728,0.99284744
729,0.99284744
730,0.9670644
731,0.9670644
732,1.025038
733,0.9670644
734,0.9812565
735,0.9911194
736,0.9911194
737,0.9911194
738,0.9911194
739,0.9670644
740,0.9911194
741,0.9911194
742,0.9911194
743,1.0050784
744,0.9954365
745,0.9954365
746,0.9954365
747,0.9954365
748,0.9670644
749,0.96426153
750,0.9540957
751,0.93498755
752,0.98677695
753,0.9564259
754,1.0439329
755,0.9525199
756,0.8775053
757,0.964673
758,0.88599133
759,0.94478345
760,0.9570358
761,0.989764
762,0.9234673
763,1.0643018
764,1.0013855
765,0.9401935
766,0.9098643
767,0.94966245
768,1.021853
769,1.0763692
770,1.0243461
771,0.9540957
772,0.9954365
773,0.9954365
774,0.9954365
775,0.9981983
776,0.9981983
777,0.9981983
778,0.9981983
779,0.9981983
780,0.9981983
781,0.9981983
782,0.9981983
783,0.9981983
784,0.9981983
785,0.9981983
786,0.9981983
787,0.99284744
788,0.99284744
789,0.99284744
790,0.99284744
791,0.9981983
792,0.9981983
793,1.063199
794,0.9954365
795,0.9954365
796,1.0766846
797,1.0934489
798,1.063199
799,1.063199
800,0.9954365
801,0.981537
802,1.0255442
803,0.9286026
804,0.9286026
805,0.9488996
806,0.96060276
807,0.9468807
808,0.9694521
809,0.9694521
810,0.98714125
811,0.99555594
812,0.99555594
813,0.9543717
814,0.9669679
815,0.92825717
816,0.98871195
817,0.93061215
818,0.95533884
819,0.9322493
820,0.9721634
821,0.91460717
822,0.89284515
823,0.91713405
824,1.0149684
825,1.0062772
826,1.0149816
827,0.98468506
828,0.94672287
829,0.8926205
830,0.9436293
831,0.9436293
832,0.9984995
833,1.008666
834,1.007538
835,0.86263895
836,0.97052807
837,1.0078952
838,1.0871723
839,0.9669679
840,0.9669679
841,0.98094463
842,0.97896874
843,0.99293077
844,0.99293077
845,0.9992347
846,0.9734371
847,0.9734371
848,0.9734371
849,0.9734371
850,0.9734371
851,0.9808726
852,0.97676194
853,0.99027824
854,0.99027824
855,0.96695614
856,0.96695614
857,0.96695614
858,0.96490973
859,0.96490973
860,1.0255442
861,1.0255442
862,1.1250129
863,0.9816937
864,0.98842955
865,0.98842955
866,0.9792927
867,0.9792927
868,0.9792927
869,0.9792927
870,0.9835527
871,0.9758789
872,0.975123
873,0.98183507
874,0.9949683
875,0.96286976
876,0.9858371
877,0.97258985
878,0.99841213
879,0.9901709
880,0.96358013
881,1.0141891
882,0.9786067
883,1.0964664
884,1.054763
885,1.0459142
886,0.9415345
887,0.98408157
888,0.95188165
889,0.95188165
890,0.96254396
891,0.96150446
892,0.96842504
893,0.9629124
894,0.9597669
895,0.94045514
896,0.9580014
897,0.96679175
898,0.9976307
899,1.0675228
900,1.0068316
901,1.1686233
902,0.94620055
903,1.0162284
904,1.0570834
905,1.0167882
906,0.9947051
907,1.0008633
908,1.0975139
909,0.9756441
910,0.92615116
911,0.926085
912,1.0494521
913,0.92577565
914,0.9024975
915,0.981704
916,0.9576727
917,1.0136256
918,1.0306423
919,1.1615994
920,0.8166218
921,0.914982
922,0.90361017
923,0.55559397
924,1.1346803
925,0.9091267
926,0.9412579
927,0.9383681
928,0.9792927
929,0.9792927
930,0.9792927
931,0.9792927
932,1.0181936
933,0.97881114
934,0.9758789
935,0.9980084
936,0.9948858
937,1.0316268
938,0.9734371
939,0.97676194
940,0.97676194
941,0.9699435
942,0.9848089
943,0.98842955
944,0.96665996
945,1.0229241
946,1.0541286
947,0.98094463
948,0.98094463
949,0.9575028
950,0.9810233
951,0.9381548
952,0.93666065
953,0.9575218
954,1.015427
955,0.9383681
956,0.85956264
957,0.9511925
958,0.9234798
959,0.9629124
960,0.9820959
961,0.9820959
962,0.9820959
963,0.9597669
964,1.1128368
965,0.96614957
966,0.9612241
967,1.060892
968,0.8957073
969,0.8957073
970,0.91155875
971,0.94511104
972,0.94891053
973,0.9598559
974,0.94560266
975,0.94560266
976,0.94560266
977,1.1906729
978,0.91937006
979,0.99744105
980,0.86065835
981,0.93981194
982,0.99826026
983,0.9411067
984,0.9411067
985,0.96928096
986,0.90400827
987,0.9246017
988,0.86344814
989,0.89132583
990,0.9771465
991,0.94731355
992,0.9350512
993,0.9256562
994,0.9302983
995,0.92651963
996,0.92651963
997,0.92651963
998,0.9086659
999,0.9897146
1000,1.0765259
1001,0.96644884
1002,0.96644884
1003,0.9018094
1004,0.88759875
1005,0.9622608
1006,0.89710176
1007,0.95486814
1008,0.94808584
1009,0.96038693
1010,1.1088849
1011,0.80781734
1012,0.8384061
1013,1.0804288
1014,1.1930318
1015,0.89132583
1016,0.9339386
1017,0.9350512
1018,0.92332995
1019,0.9100925
1020,0.9399822
1021,1.4301159
1022,0.9446575
1023,0.8891256
1024,0.95078933
1025,0.93981194
1026,0.8804929
1027,1.0479081
1028,0.91101795
1029,0.89922404
1030,1.069185
1031,1.4601135
1032,1.0782344
1033,0.95341575
1034,0.82312596
1035,0.99217516
1036,0.99838704
1037,1.1274245
1038,0.855338
1039,0.9595226
1040,0.96965766
1041,0.97706175
1042,0.97706175
1043,0.92237604
1044,0.9427901
1045,0.93238914
1046,1.0969167
1047,0.9954365
1048,1.0328901
1049,0.9981983
1050,0.9981983
1051,0.9981983
1052,0.9981983
1053,0.99284744
1054,0.9911194
1055,0.96227634
1056,0.9792391
1057,0.94478345
1058,0.95295537
1059,1.0418441
1060,0.9401935
1061,0.9401935
1062,0.99077314
1063,1.0381968
1064,1.0336064
1065,0.9891138
1066,0.9891138
1067,1.0154049
1068,0.9774376
1069,1.0110478
1070,0.9807899
1071,0.9848001
1072,1.0158873
1073,0.9315182
1074,0.9315182
1075,0.9315182
1076,1.0011773
1077,1.0011773
1078,1.0011773
1079,2.1314292
1080,0.89316934
1081,0.89834213
1082,0.96140337
1083,0.98736525
1084,0.9266989
1085,0.96216756
1086,1.036073
1087,0.9784737
1088,0.9784737
1089,1.0830107
1090,2.833805
1091,0.98561406
1092,0.96503687
1093,0.8340831
1094,0.88923824
1095,0.8644216
1096,0.9210434
1097,0.9210434
1098,0.99170077
1099,0.9611298
1100,0.95292795
1101,0.9315182
1102,0.9315182
1103,1.0591418
1104,1.0841777
1105,1.0457858
1106,1.0150955
1107,0.9955605
1108,0.96945405
1109,0.96945405
1110,1.0193264
1111,0.9624119
1112,0.9793402
1113,0.9544102
1114,0.96038693
1115,0.9907053
1116,0.97706175
1117,0.89486647
1118,0.89922404
1119,1.112205
1120,0.95979583
1121,0.95979583
1122,0.9462389
1123,0.9598559
1124,0.8122434
1125,0.92332995
1126,0.94560266
1127,0.94560266
1128,0.9632956
1129,0.93981194
1130,0.93981194
1131,0.9665926
1132,0.80628836
1133,0.9198982
1134,0.89922404
1135,0.88759875
1136,0.8576667
1137,1.0876458
1138,0.99271184
1139,0.95007885
1140,0.75931376
1141,0.8700722
1142,0.77140355
1143,0.92651963
1144,0.9959447
1145,0.9959447
1146,1.0303771
1147,0.9954525
1148,1.0248771
1149,0.9851048
1150,0.9104094
1151,1.019036
1152,0.9840626
1153,0.9840626
1154,0.9840626
1155,1.011123
1156,1.0150955
1157,1.8583133
1158,1.2331855
1159,1.0193264
1160,1.0290532
1161,0.9851048
1162,0.9315182
1163,0.9670644
1164,0.9670644
1165,0.9911194
1166,0.9954365
1167,0.9954365
1168,0.95295537
1169,0.9954365
1170,0.9954365
1171,0.9478332
1172,0.9478332
1173,0.9856819
1174,0.9780029
1175,0.9780029
1176,0.9780029
1177,0.91691875
1178,0.981537
1179,0.981537
1180,0.92619634
1181,1.4118278
1182,0.9796042
1183,0.9300636
1184,0.9300636
1185,0.92935395
1186,0.9478332
1187,0.9478332
1188,0.9840626
1189,0.97872007
1190,0.92473567
1191,0.87383765
1192,0.95078933
1193,0.9564178
1194,0.9296983
1195,0.96890223
1196,0.9897146
1197,0.94731355
1198,0.9897146
1199,1.0765259
1200,0.96868134
1201,0.9229021
1202,0.9639684
1203,0.9421355
1204,0.98535085
1205,1.003871
1206,0.76575935
1207,0.91599953
1208,0.94208026
1209,0.6198705
1210,0.965783
1211,0.94774014
1212,1.1064401
1213,1.0328212
1214,0.98535085
1215,0.98535085
1216,0.98535085
1217,0.9992819
1218,0.9981233
1219,0.98573816
1220,0.9670644
1221,0.9670644
1222,0.9670644
1223,0.9670644
1224,0.9670644
1225,0.9911194
1226,0.9670644
1227,0.9981983
1228,0.94699216
1229,0.94076794
1230,1.1981391
1231,0.98881596
1232,0.94699216
1233,0.981537
1234,0.94478345
1235,1.0013855
1236,0.94076794
1237,0.981537
1238,0.9981983
1239,0.99284744
1240,0.9911194
1241,1.0028627
1242,0.9774376
1243,0.98824555
1244,0.98824555
1245,1.0000408
1246,1.0000408
1247,1.0000408
1248,0.984235
1249,0.984235
1250,0.968629
1251,1.0158873
1252,1.1508167
1253,0.98535085
1254,0.98535085
1255,0.84791017
1256,0.8930553
1257,0.8644216
1258,0.97202575
1259,0.97202575
1260,0.97202575
1261,0.9567714
1262,0.9567714
1263,0.92121947
1264,0.89553046
1265,0.94720376
1266,0.968629
1267,1.003871
1268,0.9959447
1269,0.9959447
1270,0.96094227
1271,0.93665206
1272,1.0220671
1273,0.93663335
1274,0.93663335
1275,1.0150955
1276,1.0150955
1277,0.96945405
1278,1.0011773
1279,0.9721963
1280,0.99866927
1281,1.0035263
1282,0.993246
1283,0.9939311
1284,0.9552249
1285,0.9384813
1286,0.9881145
1287,1.000171
1288,0.93023926
1289,0.74056613
1290,0.74056613
1291,0.9373107
1292,0.9792927
1293,0.9734371
1294,0.98330665
1295,0.9602243
1296,0.96490973
1297,0.95874953
1298,1.0229232
1299,0.9721963
1300,0.9721963
1301,1.0290449
1302,1.0255442
1303,1.0255442
1304,1.1250129
1305,0.9816937
1306,0.9721963
1307,1.0040991
1308,0.9361756
1309,0.97652984
1310,0.93935484
1311,0.9488996
1312,0.9541971
1313,0.9468807
1314,0.9756441
1315,0.92140007
1316,0.92825717
1317,0.9669679
1318,0.94045514
1319,0.98128605
1320,1.0229241
1321,0.97896874
1322,0.9717134
1323,0.9669679
1324,0.9669679
1325,0.9779274
1326,0.94560266
1327,1.0745664
1328,0.96479607
1329,0.98468506
1330,0.9794302
1331,1.2649441
1332,1.0078952
1333,1.2845199
1334,1.0209444
1335,0.88796115
1336,0.99866927
1337,0.8864343
1338,0.9707794
1339,0.9968947
1340,0.9888997
1341,0.9888997
1342,1.0472525
1343,0.9719551
1344,0.9366129
1345,0.97131336
1346,0.9888997
1347,0.96007836
1348,0.93061215
1349,0.9657153
1350,0.94792604
1351,0.94792604
1352,0.94792604
1353,0.92715466
1354,1.0117995
1355,0.9735351
1356,0.9735351
1357,0.94792604
1358,0.9620713
1359,0.92825717
1360,1.0864441
1361,1.0864441
1362,1.0381571
1363,1.0229241
1364,0.97634935
1365,0.9747473
1366,0.9669679
1367,0.9669679
1368,0.97634935
1369,0.97652984
1370,0.97652984
1371,0.9543717
1372,0.94840634
1373,0.94840634
1374,0.94840634
1375,0.94840634
1376,0.98714125
1377,0.9201579
1378,0.9803685
1379,0.95502543
1380,0.9790843
1381,0.9383681
1382,0.9399822
1383,0.9587913
1384,0.93698144
1385,0.9256562
1386,0.92728776
1387,0.8957073
1388,0.9184892
1389,0.961467
1390,0.93928397
1391,0.9554931
1392,0.9266989
1393,0.9423504
1394,0.93663335
1395,0.98736525
1396,1.011123
1397,1.011123
1398,1.0119101
1399,0.9743817
1400,0.9743817
1401,1.0138857
1402,0.98535085
1403,0.94736385
1404,0.9567714
1405,0.98561406
1406,0.9892935
1407,0.88759875
1408,0.9891461
1409,0.7390201
1410,0.96358013
1411,0.96965766
1412,0.8941871
1413,0.74753124
1414,0.8031586
1415,0.8031586
1416,0.80781734
1417,0.8508766
1418,0.8887609
1419,0.89922404
1420,0.96358013
1421,0.9858371
1422,0.9780494
1423,0.9670644
1424,0.9670644
1425,0.9899528
1426,0.9911194
1427,0.94699216
1428,0.9049055
1429,0.9780029
1430,0.97591406
1431,0.981537
1432,0.981537
1433,0.87086964
1434,0.95295537
1435,0.94478345
1436,0.989764
1437,0.989764
1438,0.9478332
1439,0.9478332
1440,0.9478332
1441,0.9478332
1442,0.94478345
1443,0.9911194
1444,1.0050784
1445,1.0433143
1446,0.9981983
1447,0.9954365
1448,0.9954365
1449,0.9954365
1450,0.95827514
1451,0.9856819
1452,1.0220671
1453,0.96945405
1454,0.96945405
1455,0.9375049
1456,0.9959447
1457,1.0138857
1458,1.1484137
1459,1.0138857
1460,0.94276106
1461,0.95882416
1462,1.1981391
1463,0.9954525
1464,0.9935771
1465,0.9188689
1466,0.98881596
1467,1.0245117
1468,1.0245117
1469,0.9734371
1470,0.9734371
1471,0.97676194
1472,0.97676194
1473,0.9863596
1474,0.97676194
1475,1.0513059
1476,0.9848089
1477,0.9902188
1478,0.9792927
1479,0.9848089
1480,0.9835527
1481,0.9835527
1482,0.98397344
1483,0.97072375
1484,0.9848089
1485,0.9848089
1486,0.9835527
1487,0.9566404
1488,0.9597669
1489,0.9597669
1490,1.0068777
1491,0.9566404
1492,0.9415345
1493,0.9415345
1494,0.96490973
1495,0.96490973
1496,0.96490973
1497,1.171823
1498,0.6906535
1499,0.9422981
1500,0.95920885
1501,1.0255442
1502,0.98824555
1503,0.98824555
1504,0.9774376
1505,0.9774376
1506,0.9774376
1507,0.98824555
1508,1.0003105
1509,1.0003105
1510,0.984235
1511,0.984235
1512,0.984235
1513,0.98824555
1514,0.98824555
1515,0.9905987
1516,0.9765902
1517,0.98038983
1518,0.9774376
1519,0.9774376
1520,0.98824555
1521,0.98824555
1522,0.984235
1523,0.96358013
1524,0.9567783
1525,1.0093174
1526,1.0255442
1527,1.0255442
1528,1.0255442
1529,1.0110478
1530,0.96950185
1531,0.9774082
1532,0.9721963
1533,0.9543873
1534,0.9543873
1535,0.9543873
1536,1.0110478
1537,1.0184855
1538,0.98535085
1539,0.98535085
1540,0.98535085
1541,0.98535085
1542,0.98535085
1543,0.96433204
1544,0.9716885
1545,0.95078933
1546,0.94774014
1547,0.84924114
1548,0.8804929
1549,0.9499967
1550,1.011123
1551,1.0591418
1552,1.1663013
1553,1.0150955
1554,1.0150955
1555,0.9743817
1556,0.9752945
1557,1.011123
1558,0.96945405
1559,1.0428306
1560,0.96945405
1561,0.98920083
1562,0.96070623
1563,0.9375049
1564,0.9375049
1565,1.0193264
1566,1.0290532
1567,0.96945405
1568,1.011123
1569,0.93663335
1570,0.96216756
1571,0.96216756
1572,0.94208026
1573,1.5780367
1574,0.9612241
1575,1.060892
1576,1.0051653
1577,0.91155875
1578,0.9598559
1579,0.88529164
1580,0.9561299
1581,0.89486647
1582,0.9438249
1583,0.9827423
1584,0.99889565
1585,0.94560266
1586,0.94560266
1587,1.0034554
1588,0.94560266
1589,0.9411067
1590,0.9411067
1591,0.93698144
1592,0.9554931
1593,0.92651963
1594,0.94891053
1595,1.0220671
1596,4.7495914
1597,0.9266031
1598,0.93574286
1599,0.93574286
1600,0.92935395
1601,0.8775053
1602,0.94478345
1603,0.989764
1604,1.0643018
1605,0.9234673
1606,2.2267132
1607,2.5092943
1608,1.063199
1609,0.9981983
1610,0.9981983
1611,0.9981983
1612,0.9981983
1613,0.8426207
1614,0.9981983
1615,0.9981983
1616,0.96739304
1617,0.93967736
1618,0.97750884
1619,0.94748884
1620,0.9889312
1621,0.98573816
1622,0.9670644
1623,0.9670644
1624,0.98225355
1625,3.2097201
1626,1.0217803
1627,0.9954525
1628,0.9954525
1629,0.9954525
1630,0.9851048
1631,0.9315182
1632,0.9315182
1633,0.92019236
1634,0.9315182
1635,1.0184855
1636,1.0184855
1637,1.0184855
1638,0.9955956
1639,1.3341572
1640,0.92019236
1641,6.3720403
1642,0.96418965
1643,0.97895586
1644,0.9780029
1645,0.9780029
1646,0.96289575
1647,0.92481124
1648,0.96893895
1649,0.9300636
1650,2.1936605
1651,0.96286976
1652,0.9450226
1653,0.9629124
1654,0.9629124
1655,0.94045514
1656,1.0381571
1657,0.97634935
1658,0.9669679
1659,0.93061215
1660,1.3236226
1661,1.0181936
1662,0.9758789
1663,0.9758789
1664,0.98459053
1665,0.98397344
1666,0.9734371
1667,0.9808726
1668,1.0259987
1669,0.97652984
1670,0.929429
1671,0.9075378
1672,0.96479607
1673,1.0202198
1674,1.0010984
1675,1.0605385
